,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
8218,44960,22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.65,0.19,Y,3,1
8219,4332,21,33000,MORTGAGE,5.0,EDUCATION,B,5000,10.62,0.15,N,2,0
8220,51869,26,37000,MORTGAGE,2.0,MEDICAL,C,10750,13.22,0.29,N,2,0
8221,29506,25,30000,RENT,0.0,PERSONAL,B,10000,11.36,0.33,N,3,1
8222,56502,22,61455,MORTGAGE,6.0,MEDICAL,D,5500,16.49,0.07,Y,3,1
8223,44806,40,14400,RENT,2.0,HOMEIMPROVEMENT,C,8000,14.27,0.56,N,15,1
8224,39374,26,69000,RENT,10.0,DEBTCONSOLIDATION,D,8800,14.59,0.13,Y,3,1
8225,58235,25,42000,MORTGAGE,9.0,VENTURE,C,2000,15.23,0.05,Y,3,0
8226,45084,24,85000,RENT,0.0,DEBTCONSOLIDATION,A,11600,7.29,0.14,N,3,0
8227,41480,31,39000,RENT,15.0,PERSONAL,D,14000,16.29,0.36,N,7,1
8228,6371,24,30000,RENT,8.0,HOMEIMPROVEMENT,C,13250,14.17,0.44,Y,2,1
8229,48399,35,78000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5500,7.66,0.07,N,5,1
8230,38074,31,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,14000,8.9,0.16,N,8,0
8231,1928,41,85000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,8500,7.42,0.1,N,12,0
8232,7541,23,90000,MORTGAGE,7.0,EDUCATION,B,20000,12.18,0.22,N,4,0
8233,30310,23,50000,RENT,0.0,PERSONAL,B,3000,11.89,0.06,N,3,0
8234,37214,21,36000,RENT,5.0,EDUCATION,B,1500,10.0,0.04,N,4,0
8235,8143,29,81500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3200,9.99,0.04,N,6,0
8236,43332,22,45000,RENT,4.0,EDUCATION,A,3600,6.17,0.08,N,4,0
8237,6684,26,100000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,0.1,N,4,0
8238,3434,28,50000,MORTGAGE,5.0,MEDICAL,C,21000,12.84,0.4,N,6,0
8239,34627,26,60000,RENT,0.0,MEDICAL,B,15000,11.71,0.25,N,4,0
8240,16767,36,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,11.49,0.09,N,13,0
8241,37656,41,30000,RENT,3.0,MEDICAL,C,7000,13.49,0.23,N,12,0
8242,32843,22,73000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,12000,13.11,0.16,N,4,0
8243,22473,31,30000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.51,0.33,N,7,1
8244,43259,27,50000,RENT,5.0,PERSONAL,A,12000,6.62,0.24,N,6,0
8245,31656,40,106000,MORTGAGE,19.0,EDUCATION,B,9600,9.99,0.09,N,14,0
8246,39502,23,48000,MORTGAGE,7.0,PERSONAL,C,9600,12.99,0.2,N,3,0
8247,29876,25,26000,RENT,0.0,VENTURE,B,5500,10.62,0.21,N,3,0
8248,30430,22,46000,RENT,1.0,DEBTCONSOLIDATION,D,15000,14.11,0.32,N,3,1
8249,4880,27,24000,RENT,7.0,MEDICAL,B,6000,10.36,0.25,N,8,0
8250,37063,28,56100,RENT,3.0,MEDICAL,D,22000,16.49,0.33,N,10,1
8251,4217,28,30000,RENT,0.0,MEDICAL,A,14500,9.63,0.47,N,7,1
8252,55129,23,26000,RENT,1.0,DEBTCONSOLIDATION,A,8000,7.51,0.31,N,3,1
8253,26972,31,30000,RENT,1.0,EDUCATION,B,10000,11.14,0.33,N,9,1
8254,31153,39,32000,RENT,1.0,MEDICAL,D,6000,16.29,0.19,N,12,1
8255,50401,28,78000,MORTGAGE,12.0,EDUCATION,C,3000,13.47,0.04,Y,10,1
8256,8920,25,38000,OWN,0.0,MEDICAL,B,7200,10.37,0.19,N,2,0
8257,48302,34,74872,RENT,3.0,MEDICAL,B,20000,11.36,0.22,N,9,1
8258,38877,33,84000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4400,9.91,0.05,N,8,1
8259,18886,31,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,18250,16.29,0.27,Y,6,1
8260,13258,25,39000,RENT,9.0,HOMEIMPROVEMENT,D,2200,15.65,0.06,Y,4,1
8261,16197,22,60500,RENT,0.0,MEDICAL,C,5400,15.23,0.09,N,2,1
8262,47723,25,49200,RENT,5.0,VENTURE,B,4000,10.08,0.08,N,4,0
8263,33566,30,42000,RENT,0.0,MEDICAL,B,15025,9.63,0.36,N,8,1
8264,53674,21,37200,RENT,0.0,EDUCATION,A,6000,6.62,0.16,N,2,0
8265,5129,23,30000,RENT,1.0,MEDICAL,D,8000,12.92,0.27,Y,3,1
8266,9549,33,140000,MORTGAGE,9.0,PERSONAL,B,7000,11.49,0.05,N,6,0
8267,53341,39,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7000,7.74,0.1,N,16,0
8268,35749,29,32000,RENT,4.0,MEDICAL,B,10000,10.36,0.31,N,9,1
8269,33075,38,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,5.99,0.06,N,17,0
8270,19733,32,80000,RENT,0.0,DEBTCONSOLIDATION,B,7400,11.71,0.09,N,6,0
8271,26364,51,57996,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000,15.21,0.09,Y,22,1
8272,38386,22,44004,RENT,3.0,MEDICAL,D,10000,14.11,0.23,Y,4,1
8273,40270,22,91800,MORTGAGE,6.0,MEDICAL,E,15000,16.35,0.11,N,2,1
8274,19269,27,100000,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.49,0.05,N,9,0
8275,29772,22,30000,RENT,6.0,MEDICAL,A,9500,6.62,0.32,N,2,1
8276,34204,24,43000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.51,0.23,N,2,0
8277,38904,24,25000,RENT,4.0,EDUCATION,B,6500,10.99,0.26,N,3,0
8278,31091,29,110000,RENT,1.0,HOMEIMPROVEMENT,C,20000,12.41,0.18,Y,5,0
8279,58478,38,60000,MORTGAGE,4.0,MEDICAL,C,10000,14.27,0.17,Y,16,0
8280,43182,22,38400,RENT,2.0,VENTURE,A,5000,6.99,0.13,N,4,0
8281,54438,27,92004,RENT,11.0,VENTURE,B,3000,10.38,0.03,N,6,0
8282,43169,24,79000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,5.99,0.13,N,2,0
8283,50337,21,36000,RENT,5.0,DEBTCONSOLIDATION,D,10000,17.27,0.28,N,2,1
8284,22251,24,33666,RENT,2.0,PERSONAL,D,8000,14.91,0.24,Y,3,1
8285,42886,21,40000,OWN,4.0,VENTURE,A,6000,5.99,0.15,N,3,0
8286,51476,30,29000,RENT,0.0,MEDICAL,D,5000,15.33,0.17,Y,8,1
8287,33694,24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15000,7.49,0.2,N,2,0
8288,26205,23,42000,OWN,2.0,MEDICAL,C,4000,15.23,0.1,Y,2,0
8289,51429,27,60000,MORTGAGE,2.0,MEDICAL,B,10000,10.59,0.17,N,9,0
8290,35126,30,70000,RENT,0.0,EDUCATION,C,7000,13.79,0.1,Y,5,0
8291,28961,30,50000,RENT,0.0,EDUCATION,D,10000,14.11,0.2,N,10,1
8292,20196,33,66300,RENT,6.0,MEDICAL,A,17500,6.54,0.23,N,7,1
8293,7345,22,59000,RENT,2.0,EDUCATION,B,15000,11.83,0.25,N,4,1
8294,50316,23,48500,RENT,0.0,EDUCATION,C,2100,12.98,0.04,N,4,0
8295,25747,23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.51,0.13,N,2,0
8296,30079,23,75000,MORTGAGE,1.0,EDUCATION,C,10200,12.99,0.14,N,4,0
8297,56744,21,34000,RENT,5.0,PERSONAL,B,5000,11.71,0.15,N,3,1
8298,34275,26,90000,RENT,3.0,PERSONAL,B,20000,10.62,0.22,N,2,0
8299,9001,33,44000,MORTGAGE,3.0,EDUCATION,A,4000,7.14,0.09,N,5,0
8300,7291,24,50000,RENT,1.0,VENTURE,C,5000,13.99,0.1,N,4,0
8301,58122,26,56004,MORTGAGE,4.0,PERSONAL,C,12000,14.22,0.21,N,2,0
8302,46753,42,80000,RENT,0.0,VENTURE,D,25000,16.0,0.31,Y,14,1
8303,8532,30,56000,RENT,14.0,DEBTCONSOLIDATION,A,9000,7.14,0.17,N,6,0
8304,683,22,70000,RENT,3.0,EDUCATION,D,8000,16.29,0.11,Y,2,0
8305,45662,25,100000,RENT,9.0,HOMEIMPROVEMENT,C,10000,14.27,0.1,Y,4,0
8306,37113,22,85000,MORTGAGE,6.0,EDUCATION,A,8100,7.88,0.09,N,2,0
8307,51322,26,42000,RENT,3.0,VENTURE,D,12000,15.65,0.29,N,4,1
8308,22589,29,110000,RENT,2.0,VENTURE,C,5600,15.27,0.05,N,9,0
8309,3182,22,57000,MORTGAGE,6.0,EDUCATION,B,2500,12.69,0.04,N,3,0
8310,25381,34,70000,MORTGAGE,5.0,EDUCATION,D,5000,14.61,0.07,Y,7,1
8311,52369,23,38400,RENT,5.0,EDUCATION,B,10000,11.71,0.26,N,2,0
8312,19033,29,24996,RENT,2.0,PERSONAL,D,6000,14.74,0.24,N,6,1
8313,57190,32,30000,RENT,0.0,VENTURE,B,11325,11.49,0.36,N,5,1
8314,57074,21,38400,RENT,5.0,DEBTCONSOLIDATION,A,13000,8.49,0.34,N,2,1
8315,9904,27,34000,RENT,11.0,VENTURE,B,5000,10.65,0.15,N,10,0
8316,10348,24,55000,RENT,0.0,DEBTCONSOLIDATION,D,10000,16.49,0.18,Y,3,1
8317,35508,23,90000,MORTGAGE,0.0,PERSONAL,B,3000,12.21,0.03,N,3,0
8318,15568,25,44000,RENT,3.0,VENTURE,C,6000,13.8,0.14,N,4,0
8319,26101,23,59475,RENT,4.0,MEDICAL,D,3000,15.7,0.05,Y,2,1
8320,14092,49,18000,RENT,2.0,VENTURE,E,2400,18.64,0.13,Y,11,1
8321,57712,22,58000,MORTGAGE,6.0,EDUCATION,A,3000,7.4,0.05,N,2,0
8322,12204,24,57000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,10000,16.89,0.18,Y,2,1
8323,8898,28,20000,RENT,1.0,VENTURE,D,3200,17.27,0.16,N,7,1
8324,8079,22,50000,MORTGAGE,6.0,PERSONAL,B,10000,11.99,0.2,N,4,0
8325,42198,47,150000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,12000,13.11,0.08,Y,16,0
8326,18958,36,39000,RENT,6.0,VENTURE,D,4000,15.33,0.1,N,15,1
8327,17948,23,18000,RENT,0.0,PERSONAL,B,1500,11.71,0.08,N,2,1
8328,35436,23,18000,RENT,1.0,MEDICAL,B,7000,11.99,0.39,N,2,1
8329,37481,30,90000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10000,6.91,0.11,N,10,0
8330,38801,27,61200,MORTGAGE,5.0,MEDICAL,B,8000,11.49,0.13,N,8,0
8331,7122,45,16800,MORTGAGE,14.0,DEBTCONSOLIDATION,C,1000,14.27,0.06,N,12,1
8332,10033,21,47133,OWN,2.0,VENTURE,B,10000,10.0,0.21,N,4,0
8333,7384,30,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,8.9,0.24,N,5,0
8334,31106,23,24000,RENT,3.0,PERSONAL,B,8900,9.63,0.36,N,3,1
8335,28826,23,93000,RENT,1.0,HOMEIMPROVEMENT,E,3000,19.29,0.03,Y,3,1
8336,22007,36,80000,MORTGAGE,5.0,MEDICAL,B,21000,10.99,0.26,N,12,0
8337,51387,23,24000,OWN,4.0,MEDICAL,C,5000,13.98,0.21,N,2,0
8338,30112,33,150000,OWN,14.0,PERSONAL,B,21000,11.83,0.14,N,6,0
8339,15897,23,29000,RENT,2.0,MEDICAL,A,10000,8.49,0.34,N,4,1
8340,10608,39,70000,MORTGAGE,18.0,EDUCATION,A,3000,7.51,0.04,N,17,0
8341,10464,39,50000,RENT,5.0,PERSONAL,B,10000,9.88,0.2,N,15,0
8342,37673,25,63000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,10000,17.49,0.16,Y,4,1
8343,51013,34,27000,RENT,2.0,VENTURE,D,2400,15.57,0.09,N,7,1
8344,346,26,36000,RENT,6.0,EDUCATION,A,13000,5.99,0.36,N,3,1
8345,25444,25,30000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0.17,N,3,0
8346,49424,28,48000,RENT,1.0,VENTURE,C,15000,13.48,0.31,Y,7,1
8347,37126,40,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,3000,10.0,0.05,N,14,0
8348,17639,34,32000,RENT,2.0,DEBTCONSOLIDATION,E,14125,16.45,0.44,N,7,1
8349,12112,23,26400,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.49,0.38,N,2,1
8350,15091,26,46000,RENT,0.0,EDUCATION,D,8000,14.54,0.17,N,4,1
8351,5172,29,62000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9600,7.66,0.15,N,7,0
8352,30686,26,60000,RENT,4.0,EDUCATION,D,10000,15.7,0.17,N,3,0
8353,37666,27,50000,RENT,5.0,PERSONAL,A,7000,8.9,0.14,N,8,0
8354,10361,36,70000,RENT,5.0,HOMEIMPROVEMENT,A,7000,6.62,0.1,N,15,0
8355,44788,29,80000,MORTGAGE,13.0,PERSONAL,B,6000,12.69,0.07,N,10,0
8356,2283,26,60400,RENT,7.0,DEBTCONSOLIDATION,E,25000,17.93,0.4,Y,3,1
8357,42907,25,24000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.62,0.41,N,3,1
8358,11454,24,44004,RENT,6.0,VENTURE,E,7500,16.0,0.17,N,4,1
8359,57671,22,75000,MORTGAGE,4.0,EDUCATION,A,6000,8.9,0.08,N,3,0
8360,56076,22,51312,RENT,6.0,EDUCATION,B,18000,12.21,0.35,N,4,1
8361,44478,31,26237,RENT,15.0,MEDICAL,C,10000,13.22,0.38,Y,8,1
8362,1091,26,91800,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,16.89,0.23,Y,4,1
8363,25262,26,90000,RENT,9.0,PERSONAL,B,12000,12.18,0.13,N,3,1
8364,35250,30,68000,MORTGAGE,7.0,MEDICAL,D,24000,16.29,0.29,Y,10,1
8365,26225,22,60000,RENT,2.0,EDUCATION,C,8000,12.68,0.13,N,2,0
8366,9994,26,48000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0.1,N,2,0
8367,25630,26,31200,RENT,5.0,MEDICAL,A,14000,6.99,0.45,N,2,1
8368,29958,28,36000,RENT,4.0,MEDICAL,B,12500,11.49,0.36,N,9,1
8369,22836,22,60000,MORTGAGE,3.0,EDUCATION,B,16000,10.37,0.27,N,3,0
8370,40034,29,72000,RENT,13.0,HOMEIMPROVEMENT,B,23000,12.18,0.32,N,8,1
8371,30928,32,86000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,12.42,0.23,N,6,1
8372,49546,25,54000,RENT,8.0,DEBTCONSOLIDATION,D,15000,16.29,0.28,N,4,1
8373,26293,25,120000,MORTGAGE,9.0,PERSONAL,C,20000,13.57,0.17,Y,4,0
8374,57196,25,52000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,11.71,0.23,N,2,0
8375,47767,31,95000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,15000,12.09,0.16,N,8,1
8376,20357,24,75000,MORTGAGE,5.0,PERSONAL,C,12000,13.98,0.16,Y,3,0
8377,6708,23,30000,RENT,7.0,EDUCATION,B,1000,11.49,0.03,N,2,0
8378,36851,23,78000,RENT,4.0,EDUCATION,C,12000,14.26,0.15,N,4,0
8379,48859,22,33000,RENT,3.0,DEBTCONSOLIDATION,D,3000,17.27,0.09,N,4,1
8380,47837,23,58000,RENT,6.0,EDUCATION,A,20000,6.03,0.34,N,4,1
8381,46321,25,33996,RENT,0.0,DEBTCONSOLIDATION,D,12300,15.95,0.34,Y,2,1
8382,9159,22,55000,MORTGAGE,0.0,EDUCATION,B,3000,11.49,0.05,N,3,0
8383,3489,23,74000,MORTGAGE,7.0,PERSONAL,B,7500,10.59,0.1,N,3,1
8384,17204,21,32400,RENT,4.0,MEDICAL,C,11000,13.23,0.34,N,3,1
8385,15252,41,56950,RENT,1.0,MEDICAL,D,15000,14.74,0.22,Y,13,1
8386,10275,22,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,14000,14.42,0.13,N,3,1
8387,28176,37,91800,RENT,21.0,MEDICAL,B,15000,10.65,0.14,N,3,1
8388,11694,23,34900,MORTGAGE,2.0,DEBTCONSOLIDATION,D,5600,18.25,0.16,Y,3,1
8389,39683,28,30000,RENT,1.0,VENTURE,D,10000,15.31,0.33,Y,10,1
8390,41179,23,37200,RENT,2.0,EDUCATION,A,6000,7.9,0.16,N,4,0
8391,20780,22,50000,MORTGAGE,6.0,VENTURE,A,15000,8.49,0.3,N,4,0
8392,23061,23,55512,RENT,4.0,MEDICAL,C,19550,13.61,0.34,Y,2,1
8393,8352,26,50400,RENT,10.0,DEBTCONSOLIDATION,B,5200,9.91,0.1,N,2,0
8394,51267,26,98000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,15000,15.62,0.15,N,4,1
8395,13980,30,110000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,12.42,0.23,N,6,0
8396,9408,29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,12000,13.72,0.2,N,7,1
8397,23647,26,45000,RENT,5.0,MEDICAL,C,15000,13.98,0.33,N,2,1
8398,20229,27,40000,RENT,3.0,PERSONAL,C,5000,13.99,0.13,Y,8,0
8399,36832,21,36000,RENT,5.0,VENTURE,C,12000,12.61,0.35,Y,4,1
8400,18008,26,55000,RENT,0.0,PERSONAL,B,15000,10.37,0.27,N,3,0
8401,1083,29,120000,RENT,0.0,PERSONAL,C,2000,14.22,0.02,Y,6,0
8402,30276,25,37648,MORTGAGE,2.0,EDUCATION,A,6800,7.14,0.17,N,2,0
8403,35098,22,30000,RENT,4.0,MEDICAL,D,5000,14.74,0.17,Y,3,1
8404,11623,27,44000,MORTGAGE,11.0,PERSONAL,D,4000,16.32,0.09,Y,9,1
8405,15370,32,60000,RENT,5.0,VENTURE,B,15000,10.99,0.25,N,5,0
8406,6310,32,95000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,15000,16.49,0.16,Y,9,1
8407,41140,23,55000,RENT,4.0,VENTURE,B,5000,9.25,0.09,N,3,0
8408,11312,32,54000,MORTGAGE,2.0,MEDICAL,A,7000,5.42,0.13,N,9,0
8409,26099,36,48500,RENT,4.0,MEDICAL,C,15000,13.85,0.31,N,13,1
8410,16978,30,30000,RENT,14.0,MEDICAL,A,1900,8.94,0.07,N,10,0
8411,25424,36,48000,RENT,4.0,DEBTCONSOLIDATION,D,15000,15.99,0.31,N,17,1
8412,19149,26,66000,RENT,2.0,HOMEIMPROVEMENT,D,12000,15.65,0.18,N,4,1
8413,37248,23,35000,OWN,1.0,VENTURE,C,4000,13.57,0.11,Y,3,0
8414,55913,23,35000,RENT,7.0,EDUCATION,B,5000,11.71,0.14,N,2,0
8415,3752,30,70000,MORTGAGE,15.0,EDUCATION,B,6000,11.86,0.09,N,7,0
8416,40719,30,65000,RENT,14.0,DEBTCONSOLIDATION,B,6000,10.65,0.09,N,7,0
8417,34852,36,87600,MORTGAGE,24.0,VENTURE,A,6000,7.4,0.07,N,11,0
8418,21134,28,44900,RENT,2.0,VENTURE,D,5000,15.37,0.11,N,10,1
8419,27457,23,36000,RENT,2.0,MEDICAL,B,11000,12.21,0.32,N,3,1
8420,17427,32,54996,RENT,7.0,MEDICAL,C,19400,12.53,0.35,N,5,1
8421,5626,24,33000,RENT,2.0,MEDICAL,D,3000,15.65,0.09,Y,2,1
8422,40838,23,48000,OWN,7.0,PERSONAL,D,1000,15.37,0.02,N,4,0
8423,19871,24,60000,MORTGAGE,7.0,PERSONAL,C,10000,13.22,0.17,Y,4,0
8424,31169,24,65000,RENT,5.0,VENTURE,B,5000,11.48,0.08,N,4,0
8425,36094,22,24000,RENT,2.0,EDUCATION,A,8000,7.51,0.33,N,4,1
8426,46635,30,48000,RENT,0.0,PERSONAL,B,15000,12.42,0.31,N,7,1
8427,48205,21,30000,RENT,5.0,PERSONAL,D,10000,14.61,0.33,N,4,1
8428,49637,24,70000,MORTGAGE,5.0,PERSONAL,A,7200,8.9,0.1,N,2,0
8429,39411,51,54400,MORTGAGE,11.0,MEDICAL,D,5000,15.99,0.08,Y,27,1
8430,6112,44,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500,11.49,0.16,N,15,0
8431,23400,40,60000,OWN,5.0,VENTURE,C,25000,11.97,0.42,Y,12,0
8432,33641,25,30000,RENT,4.0,PERSONAL,B,4000,11.86,0.13,N,4,1
8433,45685,23,145000,MORTGAGE,2.0,PERSONAL,D,14000,15.65,0.1,Y,2,0
8434,41183,24,64000,MORTGAGE,8.0,PERSONAL,C,3000,13.43,0.05,Y,3,1
8435,36359,28,90000,MORTGAGE,2.0,VENTURE,A,10000,8.49,0.11,N,6,0
8436,45873,22,24000,OWN,1.0,EDUCATION,B,6000,11.36,0.25,N,3,0
8437,41458,24,51000,RENT,8.0,EDUCATION,A,8000,7.49,0.16,N,2,0
8438,47077,31,45000,RENT,12.0,DEBTCONSOLIDATION,C,2000,12.99,0.04,Y,9,0
8439,25121,24,30000,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.74,0.23,N,4,1
8440,22215,24,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,6.03,0.09,N,3,0
8441,54005,27,60000,MORTGAGE,11.0,EDUCATION,A,10750,7.88,0.17,N,6,0
8442,20402,28,150000,RENT,3.0,VENTURE,D,10000,15.99,0.07,Y,10,1
8443,19446,25,78000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.99,0.08,N,4,0
8444,42169,22,27000,RENT,0.0,HOMEIMPROVEMENT,D,8600,14.61,0.31,N,4,1
8445,34330,32,53004,RENT,6.0,EDUCATION,C,16500,13.72,0.31,Y,9,1
8446,20756,22,56000,RENT,7.0,MEDICAL,A,11000,7.9,0.19,N,3,0
8447,11489,39,36000,RENT,1.0,PERSONAL,B,12000,11.83,0.33,N,11,1
8448,13077,29,105000,MORTGAGE,13.0,PERSONAL,A,5000,6.62,0.05,N,9,0
8449,46085,35,200000,MORTGAGE,14.0,PERSONAL,B,12000,10.99,0.06,N,6,0
8450,28780,24,74000,MORTGAGE,1.0,MEDICAL,C,2800,13.35,0.04,Y,4,0
8451,12707,27,30000,RENT,2.0,EDUCATION,D,5000,15.7,0.17,Y,9,1
8452,46959,23,60000,MORTGAGE,4.0,VENTURE,B,4000,9.25,0.07,N,3,0
8453,43014,21,65000,RENT,5.0,EDUCATION,B,10000,11.83,0.15,N,2,0
8454,56626,25,88000,RENT,2.0,EDUCATION,E,15000,14.93,0.17,Y,3,1
8455,17389,37,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,9.63,0.13,N,16,1
8456,31083,27,73000,RENT,2.0,VENTURE,E,3600,19.29,0.05,Y,9,1
8457,30400,25,50000,RENT,5.0,VENTURE,B,10000,10.59,0.2,N,3,0
8458,31008,23,56000,RENT,4.0,EDUCATION,C,21000,13.49,0.36,Y,4,1
8459,41078,37,60000,RENT,11.0,PERSONAL,B,25000,10.99,0.42,N,12,1
8460,19324,22,51600,MORTGAGE,6.0,EDUCATION,B,6000,11.86,0.12,N,3,0
8461,14636,24,24000,RENT,1.0,EDUCATION,C,7200,15.27,0.29,N,3,0
8462,21354,24,32000,RENT,5.0,VENTURE,A,4800,7.49,0.15,N,2,0
8463,55254,29,54000,RENT,4.0,DEBTCONSOLIDATION,D,16500,16.77,0.31,Y,5,1
8464,49564,22,84000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,0.24,N,3,0
8465,43691,22,61464,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4000,15.33,0.07,Y,4,1
8466,32891,24,100000,MORTGAGE,8.0,VENTURE,A,6000,7.66,0.06,N,2,0
8467,55182,24,62900,MORTGAGE,1.0,MEDICAL,D,9000,15.62,0.12,Y,3,1
8468,35227,25,45000,RENT,5.0,MEDICAL,B,9000,12.69,0.2,N,3,1
8469,24556,36,65000,RENT,4.0,DEBTCONSOLIDATION,B,3000,10.36,0.05,N,13,0
8470,4273,22,59000,RENT,4.0,EDUCATION,C,19000,13.49,0.31,Y,2,1
8471,2867,28,50000,RENT,1.0,HOMEIMPROVEMENT,C,10000,12.09,0.2,Y,8,0
8472,45148,26,65004,RENT,1.0,DEBTCONSOLIDATION,C,4800,13.49,0.07,Y,2,0
8473,28986,23,78000,MORTGAGE,8.0,VENTURE,A,8000,8.49,0.1,N,3,0
8474,44678,25,68000,MORTGAGE,9.0,PERSONAL,B,15900,10.99,0.22,N,4,0
8475,45913,23,95004,RENT,1.0,EDUCATION,B,5000,9.88,0.05,N,2,0
8476,53281,28,52106,MORTGAGE,11.0,MEDICAL,B,5000,12.21,0.1,N,6,1
8477,26920,36,34000,RENT,4.0,EDUCATION,C,5000,12.84,0.15,Y,14,1
8478,17429,22,50000,RENT,5.0,EDUCATION,B,17000,11.71,0.34,N,4,0
8479,31283,31,67171,RENT,5.0,MEDICAL,B,1600,11.12,0.02,N,7,0
8480,10430,27,37000,RENT,11.0,HOMEIMPROVEMENT,A,14500,6.99,0.41,N,8,1
8481,29723,24,75996,MORTGAGE,7.0,EDUCATION,B,12000,10.62,0.16,N,4,0
8482,12150,28,46000,RENT,0.0,HOMEIMPROVEMENT,E,12000,16.0,0.26,N,9,1
8483,5519,23,60000,RENT,2.0,EDUCATION,B,2000,12.53,0.03,N,4,0
8484,5694,29,36000,RENT,4.0,HOMEIMPROVEMENT,B,10750,9.99,0.3,N,6,1
8485,34139,27,60000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,16000,16.77,0.27,Y,6,1
8486,1535,28,52800,RENT,12.0,DEBTCONSOLIDATION,A,6000,6.03,0.11,N,5,0
8487,28703,25,83000,RENT,7.0,HOMEIMPROVEMENT,B,24000,10.99,0.29,N,2,1
8488,56034,35,40000,OWN,1.0,HOMEIMPROVEMENT,B,25000,11.86,0.63,N,8,0
8489,56374,35,64956,RENT,14.0,MEDICAL,D,24000,16.02,0.37,N,9,1
8490,18832,27,45000,MORTGAGE,5.0,EDUCATION,B,6000,11.49,0.13,N,9,0
8491,28370,24,54000,RENT,2.0,MEDICAL,D,17000,14.96,0.31,Y,3,1
8492,46962,31,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,6000,5.79,0.11,N,6,1
8493,48667,29,54000,RENT,1.0,HOMEIMPROVEMENT,B,7500,12.69,0.14,N,9,1
8494,2388,22,43200,RENT,2.0,VENTURE,B,10000,10.74,0.23,N,2,0
8495,33448,23,175000,MORTGAGE,7.0,EDUCATION,A,10000,7.51,0.06,N,4,0
8496,8540,25,40000,RENT,4.0,DEBTCONSOLIDATION,C,10000,14.27,0.25,Y,4,0
8497,36516,22,24000,RENT,0.0,PERSONAL,D,2800,15.21,0.12,Y,3,1
8498,48090,22,54500,MORTGAGE,1.0,EDUCATION,B,4000,10.0,0.07,N,2,1
8499,8771,27,44000,MORTGAGE,4.0,EDUCATION,A,10000,6.17,0.23,N,9,0
8500,34229,24,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,15.65,0.33,N,2,1
8501,32522,29,51000,RENT,1.0,PERSONAL,C,12000,12.73,0.24,Y,10,1
8502,11550,25,130000,RENT,0.0,EDUCATION,D,30000,17.58,0.23,N,3,1
