person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status
25,44001,0,2,3,12000,14.102419764865816,0.27,1
30,56000,0,4,4,6000,17.22164405414252,0.11,1
23,49000,0,0,0,16000,12.903763016901241,0.33,1
26,72984,2,4,1,7666,14.747254919854461,0.10333744699198924,1
22,26000,0,4,0,8000,10.939943699739468,0.31,1
23,44000,1,4,0,6000,11.740549484752187,0.14,1
28,36000,0,4,1,12000,7.616933432786708,0.33,1
23,70491,1,1,3,7447,16.675819181287327,0.09105821144620979,1
22,25975,0,0,0,10000,13.167548710076765,0.38302618085851314,1
28,36000,1,0,4,10000,17.119784790665285,0.28,1
23,32000,0,2,1,12000,14.692677360379982,0.38,1
28,32000,0,2,1,12000,13.159933190677721,0.38,1
34,48000,0,2,0,15000,11.318821338444117,0.31,1
24,60000,0,3,2,11744,15.971092294884931,0.19680436917953972,1
36,90000,0,0,2,25000,15.357405756229072,0.27638801409466823,1
23,35007,0,2,1,15000,13.5774767936175,0.42079249425705284,1
23,24000,0,1,2,10000,12.971540351397689,0.42,1
23,36000,0,2,1,5000,13.312586513909272,0.14,1
27,51000,0,1,3,16533,15.70104234995311,0.32422349049548027,1
24,30027,0,4,3,7000,14.91,0.23,1
34,99468,1,3,1,6483,13.561453679591501,0.06644719784887834,1
29,40000,0,0,0,14000,10.119074094962786,0.35,1
23,54400,1,1,3,5000,16.206081997299215,0.08,1
36,60165,0,2,3,4165,14.863116508706897,0.07,1
25,36000,0,5,0,5000,11.227130530003208,0.14,1
24,30000,0,3,0,7000,11.288149594184226,0.23,1
22,46000,0,2,3,9000,14.52987973244831,0.1944668056643437,1
22,36000,2,4,2,10000,14.507554642932828,0.28,1
30,39000,0,1,1,6056,15.325244049983453,0.15125321118399282,1
25,33998,0,1,1,7000,13.788483561079099,0.21,1
35,59004,0,3,3,7000,14.84,0.12,1
32,51002,0,2,0,20000,11.294336075242944,0.39,1
25,79793,0,1,1,6398,14.14090867909247,0.07398034239031842,1
30,32000,0,1,0,12000,12.418229041183368,0.38,1
27,94999,0,4,3,20000,14.110282298590398,0.21,1
25,102703,0,1,2,18456,9.312521913535374,0.18228194170199574,1
31,32000,0,1,0,12000,12.715982598928692,0.38,1
26,69000,0,4,3,12000,16.011094580667297,0.17,1
34,44000,0,1,2,7500,15.18934323236503,0.17,1
24,44000,0,2,2,3500,13.666147268664085,0.08,1
25,40915,1,0,0,3084,13.766234214950327,0.0742371425785446,1
29,30000,0,3,3,6500,17.24213871895211,0.21725316031668382,1
23,48000,0,2,3,6000,14.310381190446689,0.13,1
26,34000,0,3,1,12000,13.510839838334144,0.35,1
30,59961,0,2,3,25000,15.189231067194152,0.4119487378129434,1
23,32000,0,1,0,15000,9.895854607908854,0.47,1
24,32000,0,2,3,1433,15.184734872247967,0.04779016107533354,1
30,39975,0,4,1,14500,12.942995076030394,0.36,1
39,88000,0,5,0,9571,11.83,0.10571823422006607,1
31,67446,2,2,1,9894,14.42269800406896,0.14736083869092645,1
23,36000,0,0,1,11275,14.47289648815945,0.31,1
22,30000,0,1,1,10000,13.48,0.33,1
23,66000,0,0,3,25000,15.513389303942061,0.38,1
25,72969,1,2,3,8179,15.892278720003647,0.11325896135599405,1
25,57287,0,4,0,20000,12.238606896503942,0.36,1
29,30000,0,3,2,6000,6.5140310898595555,0.2,1
24,56948,0,0,0,23172,11.214341065350673,0.38964965189677947,1
27,35000,1,0,4,5672,17.098769869657794,0.16182460260684417,1
26,52715,0,2,2,2484,8.720867220245133,0.04210478774421829,1
33,39340,0,5,3,20000,14.98171326231751,0.506595587854683,1
38,50000,0,0,2,20000,10.449590330109388,0.4,1
30,71506,0,1,3,13132,17.23349658111258,0.1717724578133809,1
26,42000,0,4,3,13762,18.082465365974297,0.33101844762325655,1
29,41327,2,0,4,10000,16.554130084061345,0.24,1
25,32400,0,3,0,10000,9.71113682089445,0.31,1
23,16028,0,4,2,4000,14.59934154134434,0.2493548030599044,1
27,51000,0,3,2,7500,12.682387302294392,0.15,1
31,29000,0,3,0,10000,10.10969692574317,0.34,1
24,32400,0,3,0,10000,12.478069199046411,0.3167949548489633,1
26,62269,2,1,3,15000,16.532677392670823,0.23602764868044182,1
33,194058,0,4,0,21704,14.82570866356272,0.11366317689141184,1
22,44000,0,4,0,16197,12.042869091413975,0.37977879041249385,1
22,60000,0,2,1,24250,11.66,0.3995190311999627,1
21,30000,0,3,0,5000,12.070993483150659,0.17,1
31,26651,0,3,1,2458,13.603217632355591,0.09,1
23,18000,0,0,0,3000,12.69,0.1684678557872374,1
28,70181,2,3,1,7835,14.317604698691934,0.10340106722026265,1
25,49774,1,1,3,12000,15.327466794895678,0.24,1
26,30000,0,1,1,2865,15.754736919938777,0.09325814412795592,1
30,28920,0,5,1,6250,13.648840924861597,0.22,1
28,57000,0,3,4,20000,16.68508240534591,0.36,1
22,24997,0,3,0,8500,12.567593146538336,0.33276783123128634,1
23,33000,0,3,1,2500,13.530176742682745,0.07,1
23,25966,0,0,2,10000,15.785089760093713,0.3841555579294107,1
26,30000,0,0,0,10000,13.019522769376456,0.33,1
23,16800,0,5,0,5000,12.498707053079347,0.3165568352933728,1
27,64000,0,1,2,10249,17.089983604326964,0.16624720442456284,1
23,33998,0,3,3,12100,15.75086143270076,0.346637952243308,1
23,12000,0,0,1,1548,11.75778455481131,0.1338773508567175,1
23,48000,0,1,0,20000,10.703646745085672,0.42923259866893876,1
28,108000,1,5,1,10000,12.63421831812887,0.09,1
23,98000,0,5,4,20000,16.32,0.2,1
29,35324,0,2,0,12058,11.267324441151684,0.3323442563750461,1
23,54000,0,4,3,10000,15.35892014897819,0.19,1
22,66000,0,0,3,25000,15.376551720825288,0.38,1
29,30000,0,2,3,10000,15.77570021225403,0.33,1
22,33504,0,2,1,5000,13.978955740794804,0.15,1
24,66000,1,4,2,16248,12.34716679885746,0.2431122021448974,1
21,15000,0,0,0,6000,12.110393641780231,0.4,1
26,44000,0,2,3,19000,16.493817822450303,0.4153901222069559,1
25,30000,0,4,3,10000,15.36274137002748,0.33,1
23,56987,2,1,1,6553,13.442577928145457,0.11,1
22,48000,0,0,3,10000,17.337078632668838,0.21,1
25,74595,0,1,1,8000,13.358146012258874,0.11,1
37,45997,0,2,3,5087,16.177425475928928,0.11,1
41,62881,0,1,0,24242,12.303101478949284,0.3314414693085396,1
23,34000,0,0,2,5500,14.61863692507695,0.16344026954532737,1
27,30000,0,2,2,3600,15.981970070089194,0.12,1
22,34000,0,1,3,5000,15.758147648169611,0.15,1
25,28800,0,1,2,5000,13.94874095353915,0.1788337582954835,1
27,51561,0,1,3,16000,16.575618114766066,0.31,1
26,36000,0,2,3,10000,17.73315221162204,0.28,1
24,54000,0,4,3,10000,15.523273057504483,0.19,1
36,54400,0,1,3,5000,15.549724359737938,0.08667084303427365,1
22,27000,0,1,1,9922,7.426333083187809,0.36807318894959173,1
41,26400,1,4,3,2859,16.205600515769518,0.10437336771796799,1
26,114070,0,0,1,13859,6.341142408186767,0.12859543036725293,1
25,78000,0,3,2,9683,14.28028375172384,0.1241853547064346,1
36,51000,1,1,2,5000,15.425554054653167,0.1,1
23,28730,0,1,2,8000,12.026291352749949,0.28,1
26,24000,0,2,2,8000,14.30998905834861,0.33,1
33,52000,0,1,3,5000,15.599281057743527,0.1,1
23,54000,0,1,0,12000,10.99,0.22808301243972232,1
29,49000,0,1,3,15000,15.38152649898457,0.30735087040797887,1
45,30000,1,5,0,3243,9.998818657584035,0.10973247392293965,1
22,36000,0,3,3,2000,15.098489121651966,0.054797067185395905,1
26,94821,0,2,3,20000,15.219784556545383,0.21,1
27,34000,0,4,1,11000,14.056701569463371,0.31,1
34,34000,0,1,1,5000,13.39544322485252,0.15,1
24,46581,2,1,3,11000,15.961902450389593,0.23273024685745386,1
27,48000,0,3,0,15000,11.963686176919545,0.31,1
23,27000,0,1,2,9000,6.853328931335017,0.33,1
26,36000,0,1,0,15000,10.657849710308206,0.4002343635313202,1
23,44000,0,4,2,16000,15.045814883979284,0.36,1
24,14400,0,1,1,4853,14.461053593979639,0.20613778500412744,1
23,44002,0,1,3,18176,15.774714939170657,0.40294123379221936,1
27,48000,0,1,0,3250,10.191409085567361,0.07,1
24,69801,0,1,1,11470,12.89344994514214,0.16338481165156954,1
23,80000,0,4,0,25000,11.169116884322355,0.31,1
22,32000,0,1,0,15000,10.198591614207704,0.47,1
31,42000,0,2,3,8000,14.907423766265,0.19,1
22,44001,0,2,1,2000,14.378681939316316,0.04476823843340047,1
40,27001,0,3,2,10000,7.8804838869334715,0.37,1
22,60000,0,0,1,6899,13.177427051659752,0.11598720133040583,1
31,34000,0,4,2,7000,15.998662580091086,0.21,1
27,33000,0,4,3,5155,16.689910750564966,0.16555357223477704,1
23,34999,0,4,0,10000,10.658270428995044,0.29,1
26,30500,0,1,0,10000,12.29407515352649,0.33,1
26,36000,0,1,3,10000,15.490873710214533,0.28,1
39,28153,0,2,2,9547,10.672801612494284,0.33479212365529437,1
30,26400,0,1,0,10000,13.384529481150544,0.38,1
28,59001,0,2,3,20000,14.827273659612475,0.34,1
36,79919,1,3,3,24000,16.77,0.28383423393625473,1
24,60000,0,1,0,20000,10.671351922443401,0.33,1
24,36000,0,2,1,3000,15.901584610415952,0.08,1
27,44000,1,3,0,15000,10.477606262273778,0.34,1
23,74011,1,2,0,7500,10.725899189926047,0.1,1
27,42000,0,2,2,1572,15.327509492781383,0.04,1
22,29984,0,1,1,10389,12.763279572599576,0.34895521803585944,1
29,30000,0,1,2,10000,7.49591663624685,0.33,1
26,64000,1,2,1,12000,12.852609941576032,0.19,1
27,59004,0,2,2,20000,14.589461691988156,0.34,1
26,108000,1,0,2,34703,15.623634653914014,0.314065990780233,1
31,54000,0,4,3,12000,16.064744373533163,0.22909946537911854,1
22,60000,0,0,1,7000,12.925277795495377,0.12,1
30,78317,1,5,2,11200,9.209598620277818,0.14,1
24,39000,0,0,4,10000,16.26758663865891,0.26,1
24,28836,0,1,0,8546,11.916685383430853,0.29,1
29,30000,0,0,0,7000,8.883425216096052,0.23,1
25,42000,0,1,0,15138,10.452136201800755,0.36,1
25,30918,0,1,2,4000,15.61731654453267,0.13,1
24,36000,0,2,1,12250,13.042755916666282,0.34,1
37,25000,0,4,2,8000,13.783120861077613,0.327064787917416,1
29,49000,2,0,0,3000,12.696669619727992,0.06,1
24,29000,0,3,0,10000,10.0,0.34,1
28,48999,0,4,0,2122,11.872116408606324,0.042450323357239785,1
26,36000,0,2,2,10000,14.539022771250169,0.28,1
23,87556,0,3,3,7014,15.359048546858727,0.08014040324540093,1
26,36000,0,4,2,10000,14.315937921327233,0.2850415890544762,1
25,45000,0,1,2,17423,14.189229101629223,0.3915353578712931,1
27,54000,0,3,2,9522,15.884385856071061,0.18,1
24,50000,0,4,0,16000,12.762408657772083,0.32,1
22,36000,0,3,0,15000,10.932778802519305,0.42,1
22,30000,0,3,0,10000,11.385737245887118,0.33,1
28,66525,0,3,3,18000,15.41649972558865,0.2664940010976454,1
21,28240,1,3,2,1010,16.342751159699215,0.04,1
34,46060,0,1,2,12000,15.604095044787682,0.27798800793260875,1
28,25932,0,1,2,8500,14.939946114986295,0.33838629748404736,1
37,35000,0,0,0,12000,12.529053734819668,0.3350057699096362,1
23,30000,0,2,3,5000,15.755000012584167,0.17,1
23,46322,0,2,0,18395,11.606311534855559,0.37637156129298494,1
30,33047,0,3,1,13000,7.993027330293578,0.4,1
24,34000,0,1,0,6000,13.43529108646126,0.18,1
29,19200,0,1,2,4000,16.491365146725762,0.21,1
28,33915,0,1,3,2959,15.332583724862253,0.0879710827189556,1
22,54406,1,1,2,25061,15.502735476749963,0.401719421162024,1
23,58882,0,2,2,4576,15.616353020077973,0.0830565203587635,1
27,45000,0,1,0,16000,12.630327184667607,0.36,1
29,49000,0,2,2,5000,14.035590513566063,0.1,1
26,54000,1,4,3,10000,14.68431524898738,0.19,1
23,54000,1,3,2,8500,11.251223426482824,0.16,1
23,46005,0,2,2,14571,14.796163637459754,0.32962046439359094,1
25,74000,0,1,3,10000,15.43726436866107,0.14,1
44,35000,0,4,2,14000,7.364144326232468,0.3987845192420907,1
38,49000,1,4,3,15000,15.58338772917476,0.31,1
32,33395,0,2,1,10913,13.98909797743335,0.32,1
22,24000,0,3,0,5000,9.560952512165827,0.21,1
36,24000,0,4,3,7000,16.016210425910455,0.29,1
22,60000,0,2,3,10000,15.016880130597562,0.17,1
21,34000,0,3,2,10000,6.547570426127425,0.29,1
23,36000,0,0,2,13000,8.46752656772654,0.36,1
31,25000,0,2,1,10000,9.661304938848238,0.4,1
31,38400,0,3,0,12000,11.42768848606826,0.31209957612438527,1
26,44000,0,0,1,18807,15.03566939047566,0.40692675935959904,1
23,32000,0,0,1,6000,13.290170770610532,0.19,1
21,44000,0,0,2,18000,16.4575966376659,0.41,1
22,51945,2,3,2,4019,13.44232653683887,0.08,1
31,38000,0,0,0,12000,12.866813551862919,0.32,1
23,39000,0,4,2,5000,14.180292119206442,0.13,1
23,50000,0,2,2,20000,7.9,0.4,1
35,46000,0,2,0,9000,11.137993223640034,0.19999450198257546,1
25,78028,2,4,1,8000,15.624127985830937,0.1,1
27,65000,0,1,1,7000,12.716731660916562,0.11,1
35,30000,0,0,0,12000,10.748716529613533,0.4,1
24,35000,0,1,0,15000,10.163314879370509,0.43,1
22,39997,0,1,2,14000,7.00416818866917,0.35,1
29,80669,0,0,1,30000,8.09880841755179,0.3891681656169381,1
26,54000,0,2,4,20000,16.17505313602746,0.37,1
25,24000,0,2,3,1500,14.42,0.06,1
24,16520,0,3,0,5000,11.703366516335072,0.30581260345932837,1
32,78234,2,1,2,9000,12.367707593639416,0.12,1
26,63749,0,3,2,25000,14.940152046437499,0.39250345560085226,1
27,40000,0,0,0,14529,11.799673882119269,0.3564953326673405,1
22,70000,0,4,2,23000,14.83798535133727,0.32,1
36,43038,0,2,0,14400,12.187614967034245,0.33809715152576003,1
39,86465,0,0,0,10104,10.550320946232471,0.12,1
27,54000,0,2,1,3000,13.77377660844087,0.06,1
24,62400,0,2,0,20000,11.763968748641274,0.32,1
48,45000,0,1,2,15000,14.948765803206753,0.33,1
27,54000,0,0,0,20000,11.639797234806453,0.37,1
22,30000,0,1,1,10000,13.242596479085046,0.33,1
28,46000,1,3,3,5184,17.034840562196415,0.11,1
31,30000,0,4,1,6973,14.763213096306021,0.22866065481530112,1
30,36857,0,1,2,7142,8.05440412313095,0.19,1
34,83119,2,0,2,3072,12.794212897524847,0.03508930053782614,1
25,38577,0,1,0,12000,10.419746526925856,0.3110742304574556,1
23,30000,0,4,3,8000,15.12130069767062,0.27,1
27,50000,0,1,3,8000,15.651804515123073,0.16,1
23,12000,0,0,2,2094,14.666082927862824,0.17709555580868158,1
22,78996,0,4,3,15000,15.95,0.19,1
31,46000,0,2,2,12000,11.912899612276973,0.26,1
28,54000,0,3,3,20000,15.279353556748598,0.37,1
27,75000,0,3,0,30000,10.911334934710151,0.4,1
23,24000,0,2,1,1500,13.330566699523299,0.06,1
23,74174,0,3,2,24000,14.603781930374463,0.32,1
25,32917,0,3,0,4948,13.198004597682916,0.15,1
26,24997,0,1,2,4858,14.75276488637137,0.2,1
31,51763,1,0,0,16905,11.440755552100287,0.32055282638948374,1
21,29000,2,1,0,10000,11.64002847037467,0.34,1
26,27041,0,1,2,10756,15.023896557543162,0.4002439574061387,1
29,30000,0,0,3,4200,14.491434421372107,0.14,1
25,59003,0,2,3,15000,15.661722455621591,0.25,1
25,34000,0,2,1,5500,13.250916635321106,0.17,1
23,54000,0,0,0,20000,10.88209068300192,0.37,1
30,67843,0,3,1,21307,13.302633529938054,0.31,1
32,32000,0,3,3,2500,15.535821163864966,0.08,1
28,63930,0,4,2,10000,14.717247969001718,0.15834862563946747,1
25,28800,0,1,2,9000,8.57458405697074,0.31,1
41,44000,0,2,0,1800,12.636356061523562,0.04,1
24,77042,1,4,0,15000,10.345406955011704,0.19,1
40,29793,0,2,0,1500,10.634981192802526,0.05,1
22,30000,0,2,0,12000,11.904910901789235,0.4,1
30,34000,0,4,1,7500,12.434127632826257,0.22,1
25,74000,1,2,0,12000,12.732614142680886,0.16,1
22,50000,0,0,0,18000,10.342987113189064,0.36,1
26,72953,2,3,3,13988,15.58780336575908,0.18953149037476102,1
28,30000,0,0,1,10000,13.896498222234023,0.33,1
42,28800,0,1,1,12000,8.517927378431558,0.4247806734973087,1
33,30720,0,3,1,10000,7.738741459745984,0.33,1
28,84364,0,2,3,5000,16.208861720845633,0.06,1
27,74904,0,0,3,7500,15.772625668714685,0.1,1
28,58986,0,3,0,24185,11.414651595336595,0.40913392638317925,1
23,34211,0,2,0,16000,11.064095583965795,0.48735356947798103,1
24,54000,0,4,3,16000,14.537797708452121,0.29307072303222814,1
21,30000,0,2,2,10000,7.51,0.33,1
27,33999,0,3,3,8000,14.6341764245166,0.24,1
30,50000,0,4,1,20000,13.364432684937782,0.4,1
31,54529,0,2,1,6136,10.667383682009401,0.10020377392140394,1
21,25013,0,5,0,7000,12.7413817777655,0.28,1
25,26400,0,0,0,3407,12.38170933004795,0.12628454445813353,1
22,54000,1,4,2,3000,14.270151572445233,0.0524218895265676,1
22,78000,0,4,0,25000,11.566663757820539,0.32,1
22,15082,0,1,1,2562,14.03938368510962,0.1631076871394979,1
24,44000,0,1,3,3510,15.253452483012309,0.08,1
28,44000,0,1,3,5000,15.676325943851136,0.11,1
22,81110,1,1,0,2778,11.13319945785221,0.03,1
24,44000,2,3,0,5000,12.560049447832066,0.11,1
23,27000,0,4,3,8408,15.146465740974069,0.306806751541821,1
25,31200,0,2,2,10000,8.183963100175795,0.32,1
31,33000,0,3,3,4000,16.317364685858024,0.12,1
26,69941,1,0,0,15000,12.354490964056222,0.21,1
37,29000,0,4,3,8000,15.682299923454504,0.28,1
22,30000,0,4,3,7927,14.59,0.2671039573600108,1
23,31000,0,1,2,10000,7.411902264713785,0.32,1
23,35259,0,0,3,6000,16.151834303843142,0.17,1
33,29000,0,1,0,6000,12.283396239680204,0.21,1
23,18000,0,1,0,4000,12.622633064886987,0.22,1
23,58650,0,1,4,25000,18.352587206590435,0.36,1
22,27000,0,1,3,4145,17.49376963309522,0.1487257350027475,1
27,67000,0,1,0,25000,12.091340544989587,0.37,1
43,60000,0,0,3,8000,16.285400182960085,0.12597142801531888,1
26,35389,1,3,2,12000,13.956932513996396,0.3370504050766488,1
26,74004,0,2,3,25000,15.606943413882727,0.34,1
26,57131,1,2,3,7199,16.578692565540557,0.11797114310247678,1
24,62368,0,4,1,8472,14.867539705769735,0.13726937607820416,1
24,63173,0,2,3,21017,17.648676493665466,0.35,1
26,62821,0,1,3,9000,15.50631518609173,0.133157907997984,1
26,80433,0,1,3,23577,16.364389948988894,0.2668824699754914,1
28,40554,0,4,0,7554,12.127776281268547,0.18216160255698677,1
28,62900,1,1,3,9886,15.061389275724197,0.13432335190450775,1
25,83150,1,1,3,25000,14.96,0.27991693250682315,1
40,60000,0,2,0,20000,10.033035276407489,0.33,1
24,54000,0,1,3,6000,16.340031916153453,0.11,1
33,54000,0,3,2,25000,13.821350226318094,0.46,1
26,38000,0,1,0,12000,12.460060467905777,0.32,1
32,52000,0,4,3,6089,15.36851000986019,0.12149713463434651,1
23,37403,0,4,0,12000,12.81745670832039,0.32,1
23,66300,0,1,0,30000,11.144795216088434,0.38,1
26,54568,1,1,0,19200,11.451238941678913,0.3393841032951857,1
25,51724,0,2,3,3248,15.629869379984815,0.06,1
23,60000,0,2,2,20000,8.835783023652075,0.33,1
23,43995,0,2,3,14000,13.692797090468186,0.32383726347854397,1
27,75000,0,1,0,3265,13.450345506601206,0.04265517364836583,1
25,18000,0,0,0,5500,11.818212650818628,0.31,1
25,51510,0,4,1,18025,8.959491324079123,0.35,1
34,30000,1,4,2,10000,7.3426454661409934,0.33,1
29,30000,0,1,1,6000,14.5739199724636,0.2,1
23,45996,0,0,4,15000,18.24038397932084,0.33152916145709005,1
24,60000,0,4,1,24000,13.11088638727573,0.4,1
22,39000,0,2,3,5000,15.475353048559953,0.13,1
24,64399,1,2,1,3039,14.452410941500641,0.05,1
23,31000,0,2,1,5000,8.256551096101798,0.16,1
39,14400,0,1,1,3000,14.796353149651072,0.21,1
26,82316,2,4,3,14680,14.803238993446849,0.17680634172127627,1
27,48000,0,1,0,15000,11.99,0.31,1
27,50000,0,0,0,16000,10.831383627690592,0.32,1
26,44000,0,3,4,15000,16.0,0.3302034413189649,1
24,39000,0,2,2,7432,14.266174436859165,0.19,1
26,34000,2,3,1,4123,14.17,0.12,1
22,69000,0,0,0,9669,11.954313952170658,0.14,1
22,25000,0,1,3,8000,16.171300513243246,0.32,1
24,30000,0,3,3,10000,15.46204175789136,0.33,1
29,91503,1,1,3,10000,16.68548426992729,0.09329864080762439,1
26,37000,0,0,0,15000,9.893754671131477,0.41,1
25,48000,0,1,0,15000,11.69047279924047,0.31,1
23,41000,1,4,1,5506,8.670646156376892,0.13689880822383546,1
25,49000,0,1,3,10774,18.70282700535559,0.21548726903938745,1
24,39000,0,2,3,4000,14.919039944390164,0.1,1
25,33800,0,2,1,15000,8.714421539261046,0.44,1
24,25000,0,3,3,9826,17.194102507820322,0.4069203077922685,1
31,65000,0,1,0,20000,10.617954288213088,0.31,1
26,44002,0,2,2,18541,14.407995619040666,0.4,1
29,25000,0,1,1,7941,14.09700984255604,0.32,1
25,42996,0,4,2,7912,11.973200711406797,0.1823820144177152,1
22,60000,0,0,1,7065,12.664939812499497,0.12,1
26,30000,0,3,2,12000,8.906243713522226,0.4,1
25,37668,0,1,0,15000,9.933454126089963,0.4,1
25,83028,2,1,2,5056,8.284647761331737,0.06,1
25,44004,1,1,1,10000,7.087644382738921,0.23,1
21,35000,0,0,0,15000,9.702529311006806,0.43,1
23,60000,1,1,2,6505,14.938629448393097,0.10020450288619047,1
29,49723,2,3,0,12000,11.856270240303294,0.24124325323223497,1
28,50000,0,2,2,15000,14.457478017258884,0.3,1
26,58000,0,4,0,20000,10.1363538677391,0.34,1
22,54000,2,4,1,2000,14.008520385063141,0.04,1
29,50979,0,1,0,17552,11.181018073113208,0.35,1
34,28800,0,2,0,12000,9.360031002828949,0.42690184131694947,1
25,30000,0,0,2,10000,6.140548151077258,0.33,1
37,31140,0,3,1,12000,8.46644129342515,0.3829611185554958,1
22,43974,0,2,3,6000,14.311280814312521,0.14,1
29,26400,0,2,1,10000,13.549964060089206,0.38,1
26,27000,0,0,4,10000,17.919409101425714,0.4064141091245623,1
32,49000,0,4,3,4847,14.950530050637594,0.1,1
24,54000,0,4,3,12000,15.728671851467071,0.22,1
26,60000,0,3,0,25000,10.275691460532395,0.42,1
26,30582,0,0,2,14328,7.492550556879128,0.45343306028608693,1
22,44000,0,1,3,16000,15.972253162574031,0.37,1
27,56076,0,1,3,21765,16.2929737940541,0.3440733004247072,1
21,28800,0,1,1,12250,12.519055650753199,0.4045376591097119,1
31,59929,0,2,3,20000,16.646466175557727,0.3112438235554935,1
30,36107,0,1,0,14400,11.665095857531895,0.39785538595889747,1
26,29000,0,1,2,4000,14.642667948822103,0.14,1
35,42372,0,4,0,3000,11.113727256448312,0.07,1
21,45060,0,0,2,16851,14.203765823722696,0.37188291186134825,1
23,55000,0,2,0,20000,9.820886738106877,0.36,1
27,30000,0,2,0,10000,10.391560625803963,0.33,1
24,55236,0,2,1,18000,12.396329884382519,0.32687734134574387,1
28,78000,0,1,0,14414,12.703103960024185,0.18414848959196012,1
26,36000,0,1,2,10000,7.853359784574259,0.28,1
22,39000,0,0,3,5000,14.77737807149006,0.13,1
22,49000,0,0,3,20000,15.793573193405095,0.38077168899661645,1
27,49097,0,3,2,6000,11.071562130190488,0.12,1
27,36000,0,3,0,14000,11.215198018484521,0.39,1
24,44000,1,0,1,2707,13.431977900350198,0.06,1
28,41151,0,0,1,13882,13.306196218725207,0.34,1
22,39837,1,4,2,13866,16.037415430711473,0.3553396236577386,1
28,36000,0,1,1,8000,13.378056008251383,0.22,1
25,54000,0,4,3,15000,16.252425806367658,0.28,1
21,27996,0,1,3,5619,15.30837969339604,0.2023995047169766,1
28,71520,0,0,3,7000,16.569019231997224,0.1,1
24,36028,0,1,0,14000,9.153255181057983,0.39,1
23,54000,0,3,1,18941,13.994454984655532,0.33584998967980223,1
23,41473,0,2,3,9892,15.967985557237778,0.23730877043102125,1
28,40000,0,0,0,15000,11.830665424727805,0.38,1
29,57000,1,5,1,9046,14.61492109539169,0.16184625813727951,1
27,33964,0,4,0,8491,13.765357922947,0.26,1
30,73048,0,1,3,14486,14.807464145100669,0.1997215465895038,1
28,78000,0,3,0,30000,9.737860251334737,0.38,1
22,39000,1,1,3,3000,15.231181435263908,0.08,1
25,36000,0,2,0,14764,11.152490415590112,0.4105677461631868,1
24,33000,0,2,0,16000,11.323912091258327,0.48,1
28,33666,0,4,2,8000,16.67408524998559,0.24,1
21,44000,0,1,3,16000,15.834411342376583,0.36,1
26,75138,0,0,0,2930,11.925354439362573,0.04,1
21,30000,0,1,1,8000,12.84590653939191,0.27,1
24,44000,0,3,1,4963,12.47152029331629,0.11,1
22,30000,0,0,0,13000,12.87704548939607,0.43,1
25,66300,0,1,2,20000,14.488605977366868,0.2695077960066353,1
41,49000,2,4,3,15054,16.459424942132603,0.31270754060106976,1
23,74793,2,1,3,15000,15.05093852133832,0.16081559211962618,1
31,40000,0,3,0,14526,12.728315971612467,0.36,1
27,58000,1,1,2,18191,9.001504647847257,0.3097551154454831,1
29,25000,0,1,2,10000,8.363689402968419,0.4,1
32,67347,1,3,1,15000,14.524261202311502,0.21444290217875137,1
22,44000,0,2,2,16065,14.458936311888877,0.3732542723718883,1
24,38400,0,1,1,13109,9.585977063267443,0.35,1
24,32000,0,0,2,12000,7.229063896685665,0.38,1
32,54171,0,2,2,9557,11.510545499458981,0.17140962549231772,1
22,30000,0,4,2,10000,7.051665218079349,0.33,1
34,24284,0,0,3,1746,16.19604411910345,0.0682184492066876,1
33,62319,0,1,3,17316,15.6337574044445,0.24,1
21,34993,0,0,2,12000,13.33512243217253,0.34,1
22,31200,0,2,0,10000,10.059957517415885,0.32,1
26,30000,0,2,3,4000,14.602889042288272,0.13,1
28,65000,0,1,0,20000,11.659711025443514,0.31,1
35,26000,0,5,1,7000,12.423304485309888,0.27,1
24,35000,0,1,0,13135,12.727347991183079,0.37540571079025953,1
26,54000,0,4,0,20000,13.084073764118504,0.36886612783273326,1
26,35000,0,3,3,5000,15.836650179439683,0.14,1
31,33999,0,2,3,5000,14.272536190345047,0.15,1
24,66300,0,1,3,25000,16.710409592392793,0.32,1
25,35000,0,0,1,12885,9.134460250445096,0.3742679486784443,1
23,16785,0,4,0,5000,11.84460819910696,0.31969216398213923,1
25,44000,0,3,0,15000,13.073080722043587,0.34,1
22,30000,0,4,2,10000,7.249133016400702,0.33,1
28,58000,1,1,1,13386,13.031884473441403,0.23232937321015631,1
24,78000,0,4,3,12000,15.78466102895226,0.15,1
22,62984,2,1,3,10000,15.255021655261672,0.1569396593984356,1
24,39000,0,4,3,5000,14.359564902608595,0.13,1
33,70968,0,2,3,15000,17.25191825116709,0.21,1
35,32000,0,1,1,7500,13.966864839287592,0.23,1
31,49007,2,0,1,8549,13.767587193019695,0.17098087347356783,1
30,44002,0,1,2,1800,14.181849859534264,0.04,1
22,59000,0,3,2,4612,16.178130606417042,0.08,1
30,33996,0,1,2,3000,14.340353132492163,0.09,1
23,24000,0,4,2,10000,7.871679939528899,0.42,1
27,39959,0,0,2,4000,13.890148308622393,0.1,1
23,26000,0,2,1,12000,7.108234379299772,0.46,1
22,39999,0,4,1,12000,6.980442219302968,0.3,1
25,56862,1,4,1,9000,14.518443705035425,0.15694055127989362,1
